X;Y
607;[-0.14527757 -3.1089565 ]
608;[-0.14626631 -3.11850053]
609;[-0.14744811 -3.12791765]
610;[-0.14882136 -3.13720868]
611;[-0.15038444 -3.14637439]
612;[-0.15213577 -3.15541551]
613;[-0.15407375 -3.16433272]
614;[-0.15619682 -3.17312666]
615;[-0.15850343 -3.18179793]
616;[-0.16099208 -3.19034708]
617;[-0.16366127 -3.1987746 ]
618;[-0.16650956 -3.20708097]
619;[-0.16953557 -3.2152666 ]
620;[-0.17273793 -3.22333187]
621;[-0.17611534 -3.23127711]
622;[-0.17966655 -3.23910264]
623;[-0.18339036 -3.24680869]
624;[-0.18728565 -3.25439549]
625;[-0.19135133 -3.26186323]
626;[-0.1955864  -3.26921204]
627;[-0.19998991 -3.27644203]
628;[-0.20456098 -3.28355327]
629;[-0.2092988  -3.29054581]
630;[-0.21420262 -3.29741963]
631;[-0.21927178 -3.3041747 ]
632;[-0.22450569 -3.31081097]
633;[-0.2299038  -3.31732832]
634;[-0.23546568 -3.32372662]
635;[-0.24119094 -3.3300057 ]
636;[-0.24707929 -3.33616537]
637;[-0.25313048 -3.34220537]
638;[-0.25934436 -3.34812546]
639;[-0.26572087 -3.35392532]
640;[-0.27225999 -3.35960463]
641;[-0.27896179 -3.36516301]
642;[-0.28582642 -3.37060005]
643;[-0.29285411 -3.37591533]
644;[-0.30004515 -3.38110838]
645;[-0.30739991 -3.38617868]
646;[-0.31491884 -3.39112569]
647;[-0.32260246 -3.39594884]
648;[-0.33045136 -3.40064751]
649;[-0.33846622 -3.40522105]
650;[-0.34664778 -3.40966877]
651;[-0.35499686 -3.41398994]
652;[-0.36351435 -3.4181838 ]
653;[-0.3722012  -3.42224952]
654;[-0.38105847 -3.42618628]
655;[-0.39008725 -3.42999316]
656;[-0.39928873 -3.43366925]
657;[-0.40866417 -3.43721356]
658;[-0.41821489 -3.44062508]
659;[-0.42794229 -3.44390273]
660;[-0.43784784 -3.44704542]
661;[-0.44793308 -3.45005197]
662;[-0.45819962 -3.45292119]
663;[-0.46864915 -3.45565182]
664;[-0.47928341 -3.45824256]
665;[-0.49010423 -3.46069207]
666;[-0.5011135  -3.46299895]
667;[-0.51231317 -3.46516174]
668;[-0.52370528 -3.46717896]
669;[-0.53529191 -3.46904905]
670;[-0.54707524 -3.47077041]
671;[-0.55905747 -3.47234141]
672;[-0.57124091 -3.47376033]
673;[-0.58362791 -3.47502544]
674;[-0.59622087 -3.47613495]
675;[-0.60902227 -3.47708701]
676;[-0.62203464 -3.47787974]
677;[-0.63526057 -3.47851121]
678;[-0.64870268 -3.47897944]
679;[-0.66236367 -3.47928243]
680;[-0.67624627 -3.47941813]
681;[-0.69035326 -3.47938446]
682;[-0.70468744 -3.47917931]
683;[-0.71925166 -3.47880053]
684;[-0.73404879 -3.47824598]
685;[-0.74908174 -3.47751347]
686;[-0.76435341 -3.47660082]
687;[-0.77986671 -3.47550584]
688;[-0.79562458 -3.47422635]
689;[-0.81162993 -3.47276017]
690;[-0.82788564 -3.47110514]
